Date,S10TC,S1B,S1C,S2,S3,S4A,S4B,S5,S8,S9,S10,S15
2025-03-05,8943.0,11667.0,15161.0,11756.0,10967.0,14236.0,7329.0,12700.0,11329.0,9757.0,10006.0,9258.0
2025-03-06,8889.0,11579.0,15157.0,11531.0,10817.0,14318.0,7268.0,12871.0,11043.0,9854.0,9731.0,9729.0
2025-03-07,8889.0,11558.0,15032.0,11406.0,10792.0,14375.0,7225.0,12925.0,10907.0,9964.0,9559.0,10229.0
2025-03-10,8893.0,11554.0,15071.0,11357.0,10783.0,14371.0,7207.0,12914.0,10904.0,9954.0,9464.0,10467.0
2025-03-11,8890.0,11467.0,14986.0,11344.0,10850.0,14293.0,7236.0,12854.0,10929.0,9925.0,9453.0,10513.0
2025-03-12,8992.0,11433.0,14979.0,11494.0,10992.0,14518.0,7346.0,12921.0,11007.0,9982.0,9522.0,10613.0
2025-03-13,9274.0,11417.0,15507.0,11806.0,11142.0,15039.0,7475.0,12957.0,11621.0,10076.0,9938.0,10850.0
2025-03-14,9718.0,11417.0,15875.0,12863.0,11342.0,15621.0,7546.0,13018.0,12542.0,10139.0,10700.0,10954.0
2025-03-17,10020.0,11504.0,16336.0,13325.0,11517.0,16532.0,7657.0,13053.0,12968.0,10184.0,11106.0,11067.0
2025-03-18,10313.0,11683.0,16596.0,13656.0,11783.0,16886.0,7731.0,13132.0,13586.0,10251.0,11838.0,11100.0
2025-03-19,10591.0,11867.0,16521.0,14050.0,12083.0,16486.0,7904.0,13293.0,14632.0,10386.0,12400.0,11117.0
2025-03-20,10737.0,11958.0,16743.0,14321.0,12225.0,16529.0,7996.0,13404.0,14911.0,10448.0,12486.0,11208.0
2025-03-21,10753.0,12000.0,16832.0,14250.0,12183.0,16579.0,8050.0,13436.0,14964.0,10493.0,12550.0,11221.0
2025-03-24,10768.0,12067.0,16857.0,14213.0,12167.0,16675.0,8096.0,13446.0,15039.0,10507.0,12506.0,11233.0
2025-03-25,10801.0,12167.0,16993.0,14094.0,12150.0,17036.0,8264.0,13486.0,15039.0,10496.0,12469.0,11242.0
2025-03-26,10789.0,12358.0,16964.0,13831.0,12125.0,17186.0,8511.0,13507.0,14986.0,10600.0,12269.0,11279.0
2025-03-27,10694.0,12475.0,16839.0,13444.0,12000.0,17239.0,8707.0,13561.0,14814.0,10650.0,11950.0,11288.0
2025-03-28,10542.0,12500.0,16682.0,13100.0,11833.0,17132.0,8818.0,13593.0,14464.0,10629.0,11538.0,11333.0
2025-03-31,10457.0,12525.0,16554.0,12894.0,11833.0,17186.0,8900.0,13689.0,14214.0,10486.0,11225.0,11338.0
2025-04-01,10395.0,12408.0,16482.0,12725.0,11817.0,17064.0,8907.0,13671.0,14100.0,10514.0,11084.0,11425.0
2025-04-02,10331.0,12567.0,16446.0,12506.0,11725.0,16796.0,9086.0,13825.0,13893.0,10521.0,10888.0,11525.0
2025-04-03,10269.0,12579.0,16307.0,12381.0,11650.0,16225.0,9407.0,13893.0,13814.0,10621.0,10753.0,11488.0
2025-04-04,10244.0,12604.0,16236.0,12200.0,11875.0,16029.0,9482.0,13893.0,13817.0,10611.0,10543.0,11480.0
2025-04-07,10161.0,12608.0,16132.0,12025.0,11608.0,15971.0,9504.0,13864.0,13771.0,10579.0,10541.0,11467.0
2025-04-08,10024.0,12483.0,15936.0,11794.0,11425.0,15739.0,9532.0,13721.0,13586.0,10568.0,10431.0,11400.0
2025-04-09,9944.0,12125.0,15804.0,11594.0,11400.0,15321.0,9464.0,13686.0,13629.0,10557.0,10600.0,11379.0
2025-04-10,9855.0,12017.0,15471.0,11363.0,11308.0,15054.0,9436.0,13568.0,13707.0,10468.0,10741.0,11325.0
2025-04-11,9837.0,12017.0,15293.0,11319.0,11308.0,14821.0,9436.0,13568.0,13800.0,10439.0,10838.0,11313.0
2025-04-14,9802.0,11967.0,15221.0,11238.0,11300.0,14721.0,9396.0,13550.0,13857.0,10421.0,10909.0,11163.0
2025-04-15,9805.0,11821.0,15204.0,11144.0,11375.0,14682.0,9386.0,13536.0,13993.0,10454.0,10975.0,11129.0
2025-04-16,9882.0,11754.0,15186.0,11175.0,11442.0,14664.0,9446.0,13521.0,14293.0,10443.0,11250.0,11183.0
2025-04-17,9972.0,11658.0,15214.0,11231.0,11625.0,14614.0,9418.0,13468.0,14650.0,10443.0,11553.0,11188.0
2025-04-21,,,,11256.0,,,,,14668.0,,11625.0,
2025-04-22,10019.0,11546.0,15014.0,11338.0,11750.0,14400.0,9307.0,13493.0,14879.0,10443.0,11816.0,11233.0
2025-04-23,10149.0,11608.0,14743.0,11531.0,11792.0,14261.0,9211.0,13675.0,15446.0,10650.0,12097.0,11400.0
2025-04-24,10300.0,11692.0,14529.0,11631.0,11900.0,14161.0,9082.0,13964.0,16046.0,10925.0,12475.0,11529.0
2025-04-25,10317.0,11708.0,14411.0,11644.0,11908.0,14089.0,9029.0,14068.0,16011.0,11221.0,12394.0,11667.0
2025-04-28,10296.0,11858.0,14364.0,11650.0,11825.0,14079.0,9025.0,14150.0,15843.0,11371.0,12213.0,11729.0
2025-04-29,10190.0,11908.0,14289.0,11536.0,11692.0,14007.0,8882.0,14293.0,15536.0,11443.0,11836.0,11808.0
2025-04-30,10061.0,11850.0,14250.0,11363.0,11608.0,13986.0,8650.0,14286.0,15121.0,11586.0,11481.0,11867.0
2025-05-01,10046.0,11983.0,14200.0,11329.0,11713.0,14000.0,8557.0,14264.0,15000.0,11593.0,11314.0,11950.0
2025-05-02,10043.0,12017.0,14454.0,11264.0,11713.0,14218.0,8494.0,14271.0,14854.0,11627.0,11221.0,11985.0
2025-05-05,,,,11208.0,,,,,14742.0,,11125.0,
2025-05-06,10063.0,12000.0,14893.0,11100.0,11570.0,15014.0,8371.0,14418.0,14502.0,12007.0,11050.0,12117.0
2025-05-07,10117.0,11938.0,15093.0,11038.0,11560.0,15271.0,8307.0,14486.0,14329.0,12332.0,10963.0,12558.0
